texts,labels
"AFP - Porsche, the German maker of luxury sports cars, wants to extend working hours and cut jobs, its chairman said in a newspaper interview at a time when other car makers in Germany are also drastically reducing their workforce in an attempt to drive down costs.",0
"Japan #39;s defense panel Monday called for greater security measures, strengthening the US/Japan security alliance and changing the Self-Defense Forces.",0
"ALBANY, NY -- The man who made Wall Street reform its ways is now charging widespread corruption in the insurance industry. He alleged that brokers have been taking payoffs from insurance companies to steer ",2
"13 Chinese miners were killed and three others were missing after a gas blast at a township-run coal mine in Liupanshui city, southwest Guizhou province, today.",0
"washingtonpost.com - Your name is synonymous with searching the Internet, and you've just raised roughly  #36;1.7 billion from investors by going public. What are you going to do now?",3
Iraq #39;s interim Prime Minister told British media in an interview published on Monday he wanted elections to go ahead as planned in January even if violence prevented some Iraqis from voting.,0
"Reuters - The dollar crept up on Wednesday,\enjoying some respite from recent falls due to caution ahead of\an announcement on U.S. interest rates and after more European\officials spoke out against the euro's rapid rise.",2
"ROSTOV-ON-DON, RUSSIA - Three Russian police officers have been charged with criminal negligence in connection with the Beslan school hostage-taking that left 360 people dead, almost half of them children.",0
"AP - Atomic radiation levels are beginning to decline in the Arctic, years after Soviet aboveground nuclear weapons tests and the Chernobyl nuclear accident spewed their fallout over the region, according to a study released Tuesday.",3
Ivory Coast #39;s rebel chief said on Thursday he wanted President Laurent Gbagbo charged with war crimes as the West African country #39;s leader called on thousands of foreigners who fled mob violence to return.,0
" SAN FRANCISCO (Reuters) - IBM &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=IBM.N target=/stocks/quickinfo/fullquote""&gt;IBM.N&lt;/A&gt; is looking to sell  its personal computer business in a deal that could be worth up  to \$2 billion, The New York Times reported on Friday, capping a  gradual withdrawal from the business it pioneered.",2
"AP - Venezuela's oil industry will enter a new period of stability and growth after Sunday's referendum on Hugo Chavez's presidency, the president of the state-run oil company said Sunday.",0
"AP - Sony Corp.'s PlayStation Portable, which goes on sale in Japan later this year and overseas next spring, boasts the superb image quality of its home-console counterpart.",3
"When four years ago Ian Schrager opened the Sanderson, his latest venture in ultra-hip hotels with chic interiors, eye-watering prices and a clientele to match, he declared:  quot;London is hot right now.",2
"Adrian Mutu is hoping to become an example for youngsters after vowing to bounce back from his drugs ban. Mutu, sacked by Chelsea after testing positive for a drug said to be cocaine and subsequently ",1
"German prosecutors have laid charges of computer sabotage, data manipulation and disruption of public systems against student Sven Jaschan who has admitted writing the Windows worm.",3
President Bush #39;s plan to begin pulling most of the US troops out of Europe nearly fifteen years after the fall of the Berlin Wall has many Germans worried. ,0
"East Lansing, MI -- Brady Quinn completed 11-of-24 pass attempts for 215 yards and one touchdown, as the Notre Dame Fighting Irish defeated the Michigan State Spartans 31-24 in a non-conference match up from Spartan Stadium.",1
South Africa have been forced to leave striker Shaun Bartlett out of their squad for next weekend #39;s World Cup qualifier against DR Congo because of an ankle injury.,1
"SPACE.com - Next week brings us the \  return of the famous Leonid Meteor Shower, a meteor display that over the past \  several years has brought great anticipation and excitement to sky watchers \  around the world.",3
"In a major setback for drug testers, American cyclist Tyler Hamilton will not lose his Olympic gold medal after an error in the handling of his specimen.",1
"AP - Hanging stockings by the chimney with care? Retailers hope that St. Nicholas soon will be there  #151; to hang a 42-inch plasma-screen TV. As prices drop for high-end televisions, sales are leaping. Retailers expect to sell twice as many plasma-screen televisions and three times as many LCD televisions this year, according to the Consumer Electronics Association.",2
"The 49ers returned to the practice field Monday morning, and linebacker Derek Smith was there with them. That alone is very good news for a defense that also could have right end Andre Carter back in action ",1
"Want a wireless, hand-held game player that plays movies, music, and more? Meet the Sony PlayStation Portable known as PSP. What about a ",3
"WASHINGTON (CBS.MW) -- If current government policies stay as they are, emissions of carbon dioxide from energy production activities will grow by about 60 percent between now and 2030, a report released by the International Energy Agency on Tuesday said.",2
An audit of last week #39;s recall vote in Venezuela has found no evidence of fraud in the process that endorsed President Hugo Chavez as leader.,2
 RIO DE JANEIRO (Reuters) - Paulo Wanchope scored a  hat-trick as Costa Rica brought Guatemala down to earth with a  5-0 victory in Saturday's World Cup qualifiers while the United  States picked up a rare win in Central America by beating El  Salvador 2-0.,1
TORONTO (CP) - Microcell Telecommunications #39; buoyant shares hit a new high Thursday amid heightened expectations of a bidding war between Telus Corp.,2
"Katie Achille grew up with the Internet. She was 9 when she first tapped into it - and quickly became an avid e-mailer, Web surfer and sender of instant messages. But when recent computer troubles left her without regular Web access, something unexpected happened: To her surprise, she suddenly felt free.",3
A technology group working on faster data transfer between devices announced a new specification targeted at improving high-performance computing systems.,3
A judge on Thursday ruled that a former Baylor basketball player charged with gunning down his teammate is incompetent to stand trial.,1
"On hearing the verdict there was a broad smile from Morgan Tsvangirai, applause from his supporters and tears of relief from his veteran attorney.",0
"Reuters - Countrywide Financial Corp.  on\Wednesday posted a 47 percent drop in quarterly earnings and\cut its outlook as mortgage refinancings fell and interest\rates climbed, sparking a broad sell-off in mortgage-company\stocks.",2
"Pakistan appears no closer to crippling al Qaeda or snaring its leader, despite scores of militant arrests in recent months which highlighted ",0
"Johnson Space Center -- It will be drilling for information first, then for resources, though oil is not likely to be among exploration targets.     The futuristic drilling rig, under development at NASA's Johnson Space Center (JSC), Houston, is designed for use on the moon or on Mars...",3
