param_annealing_alphas,param_clustering_loss_weight,param_embedding_extractor,best_matching,accuracy,ari,nmi
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.3,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 0, 1: 2, 2: 1, 3: 3}",0.28056426332288403,0.00023749566300716604,0.009138214096773487
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.3,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.3,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 0, 1: 1, 2: 3, 3: 2}",0.3401253918495298,0.04135825806691931,0.04319613173906819
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.3,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 0, 1: 1, 2: 3, 3: 2}",0.3056426332288401,0.014523475797608659,0.04575999630526605
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.3,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 2, 1: 1, 2: 0, 3: 3}",0.27586206896551724,0.00013206898195748301,0.0032559505388803354
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.3,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 0, 1: 3, 2: 2, 3: 1}",0.2664576802507837,-0.00178336843813829,0.0005602783973477435
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.3,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 1, 1: 3, 2: 0, 3: 2}",0.2617554858934169,-0.0018237422641002353,0.0029837771976019417
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.3,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 0, 1: 2, 2: 3, 3: 1}",0.2774294670846395,-0.0004477740421031699,0.00297676369017637
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.3,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 1, 1: 3, 2: 2, 3: 0}",0.27899686520376177,-0.0002770049952968355,0.01813502378635064
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.3,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 3, 1: 2, 2: 0, 3: 1}",0.26489028213166144,-0.001118964934503766,0.02206433357261938
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.4,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.4,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 0, 1: 1, 2: 3, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.4,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 0, 1: 1, 2: 2, 3: 3}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.4,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 0, 1: 3, 2: 1, 3: 2}",0.28213166144200624,0.00028534114475506524,0.03647880005479788
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.4,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.4,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 0, 1: 1, 2: 2, 3: 3}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.4,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 0, 1: 2, 2: 3, 3: 1}",0.3652037617554859,0.058161592014372716,0.06101923590718945
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.4,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 0, 1: 2, 2: 1, 3: 3}",0.27899686520376177,0.0003824395557270272,0.005288655384577234
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.4,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 0, 1: 1, 2: 3, 3: 2}",0.2852664576802508,0.0006806215262717541,0.017336779380886347
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.4,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 3, 1: 0, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.4,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 3, 1: 2, 2: 0, 3: 1}",0.2774294670846395,-0.0003654062902262007,0.010765950994048363
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.4,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 1, 1: 0, 2: 3, 3: 2}",0.30250783699059564,0.007542062881231599,0.024584076067110373
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.5,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 0, 1: 1, 2: 3, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.5,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.5,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 1, 1: 0, 2: 3, 3: 2}",0.29153605015673983,0.005135558860192573,0.03473269134506248
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.5,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 0, 1: 2, 2: 1, 3: 3}",0.2993730407523511,0.009091445821780965,0.012448444240501875
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.5,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 0, 1: 1, 2: 3, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.5,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 0, 1: 2, 2: 1, 3: 3}",0.27586206896551724,5.319845731891215e-05,0.0031676077648279386
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.5,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 0, 1: 1, 2: 2, 3: 3}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.5,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 0, 1: 1, 2: 2, 3: 3}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.5,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 1, 1: 3, 2: 0, 3: 2}",0.2711598746081505,-0.0008535659934741863,0.010920628622722077
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.5,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 0, 1: 2, 2: 3, 3: 1}",0.2774294670846395,0.00014048903559615603,0.005123969551302319
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.5,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 2, 1: 0, 2: 3, 3: 1}",0.2774294670846395,0.00012638700144134026,0.006303228683512059
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.5,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 2, 1: 1, 2: 3, 3: 0}",0.27586206896551724,0.00018209152755042815,0.00977199176231168
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.6,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 0, 1: 3, 2: 1, 3: 2}",0.27586206896551724,-8.391372740644298e-05,0.0048969934379289445
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.6,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 3, 1: 0, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.6,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 0, 1: 1, 2: 3, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.6,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 0, 1: 1, 2: 2, 3: 3}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.6,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 1, 1: 3, 2: 0, 3: 2}",0.2774294670846395,0.0002894586716307165,0.005210609832219939
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.6,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 3, 1: 0, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.6,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.6,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 2, 1: 0, 2: 1, 3: 3}",0.274294670846395,-0.00015023782644293333,0.0029405012311964755
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.6,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 3, 1: 0, 2: 2, 3: 1}",0.2836990595611285,0.0005569511297105055,0.01525289707458405
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.6,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 1, 1: 0, 2: 2, 3: 3}",0.28996865203761757,0.00263100583882917,0.009475463429954822
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.6,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 1, 1: 0, 2: 2, 3: 3}",0.2774294670846395,0.0002714451680447994,0.009752086333314727
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.6,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 0, 1: 3, 2: 1, 3: 2}",0.29153605015673983,0.0007436848505525812,0.030183909211563578
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.7,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 3, 1: 0, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.7,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.7,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.7,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 0, 1: 2, 2: 3, 3: 1}",0.27586206896551724,4.005336987915034e-05,0.0031532161206740818
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.7,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 3, 1: 0, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.7,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.7,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 3, 1: 2, 2: 0, 3: 1}",0.27899686520376177,0.0012721274223386231,0.003711855060858449
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.7,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 0, 1: 2, 2: 1, 3: 3}",0.2727272727272727,-0.00019655820403656227,0.0029087962401947837
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.7,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 0, 1: 1, 2: 2, 3: 3}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.7,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 0, 1: 1, 2: 2, 3: 3}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.7,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 2, 1: 3, 2: 1, 3: 0}",0.2727272727272727,6.112326299864247e-05,0.0021579186654867074
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.7,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 1, 1: 0, 2: 3, 3: 2}",0.28213166144200624,0.0012591111910902593,0.008514366395783079
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.8,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 0, 1: 2, 2: 1, 3: 3}",0.3103448275862069,0.012911089927842477,0.014788869724629627
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.8,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 3, 1: 0, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.8,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 0, 1: 1, 2: 3, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.8,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 3, 1: 0, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.8,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 0, 1: 1, 2: 3, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.8,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 1, 1: 3, 2: 0, 3: 2}",0.274294670846395,-0.0006633377062422556,0.00707661085994668
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.8,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.8,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 0, 1: 2, 2: 1, 3: 3}",0.26959247648902823,-0.0005874590525416992,0.001961140404726068
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.8,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 0, 1: 1, 2: 3, 3: 2}",0.28213166144200624,0.000873909943093241,0.013073318728791384
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.8,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 0, 1: 1, 2: 2, 3: 3}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.8,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 0, 1: 2, 2: 3, 3: 1}",0.274294670846395,0.00017223367333825355,0.0030991950206128425
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.8,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 3, 1: 2, 2: 1, 3: 0}",0.2774294670846395,0.0029750586800297895,0.016266440513586927
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.9,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 0, 1: 1, 2: 3, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.9,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 0, 1: 1, 2: 3, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.9,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 0, 1: 1, 2: 3, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.9,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.9,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 0, 1: 1, 2: 2, 3: 3}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.9,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.9,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 3, 1: 2, 2: 1, 3: 0}",0.39655172413793105,0.06694216053961319,0.0756680120133184
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.9,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.9,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.9,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 0, 1: 1, 2: 3, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.9,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 0, 1: 1, 2: 3, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],0.9,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 0, 1: 1, 2: 2, 3: 3}",0.2774294670846395,-0.00023393340439967038,0.017593415660745553
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],1.0,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],1.0,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 3, 1: 0, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],1.0,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 0, 1: 1, 2: 2, 3: 3}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],1.0,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 3, 1: 0, 2: 1, 3: 2}",0.2711598746081505,-0.00037417221092067864,0.0057875376227219345
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],1.0,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 0, 1: 1, 2: 3, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],1.0,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 2, 1: 3, 2: 1, 3: 0}",0.28996865203761757,0.002366182146495505,0.016484291469551222
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],1.0,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 0, 1: 1, 2: 3, 3: 2}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],1.0,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 0, 1: 2, 2: 1, 3: 3}",0.2727272727272727,-0.0002223330594519609,0.0028421971113221987
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],1.0,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 3, 1: 0, 2: 1, 3: 2}",0.27586206896551724,-0.00012189173703409089,0.0015590315896827362
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],1.0,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 0, 1: 1, 2: 2, 3: 3}",0.274294670846395,0.0,0.0
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],1.0,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 0, 1: 1, 2: 2, 3: 3}",0.274294670846395,-0.0010757612949316184,0.014031191583162829
[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],1.0,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 3, 1: 2, 2: 0, 3: 1}",0.28213166144200624,-0.0005545635379749651,0.0218151534661602
