texts,labels
"NORTEL Networks plans to slash its workforce by 3500, or ten per cent, as it struggles to recover from an accounting scandal that toppled three top executives and led to a criminal investigation and lawsuits. ",2
"Pharmaceutical stocks were mixed in afternoon trading, performing slightly better than the Dow Jones Industrial Average but seeing sharp declines in smaller stocks on clinical trial snags.",2
"AdWeek.com - Euro RSCG 4D executive creative director Arthur Ceria is joining OgilvyOne's San Francisco office, which opened last Tuesday to service the Yahoo! online advertising account, a new assignment, the agency said.",3
Cyber criminals could soon be mounting sophisticated phishing attacks that are hard to detect warn experts.,0
"The Philadelphia Eagles thumped the Detroit Lions 30-13 Sunday in a clash of two previously unbeaten teams. Eagles quarterback Donovan McNabb, the NFL #39;s top-rated passer, had a huge part ",1
SYDNEY : Australia #39;s government reacted furiously to an opposition politician #39;s claim that ruling party lawmakers were collectively to blame for the 2002 Bali bombings and a bloody attack on its Jakarta embassy.,0
"Thousands of pilgrims streamed into the Imam Ali Shrine in Najaf yesterday as militants left, handing the keys to religious authorities after Iraq #39;s top Shia cleric ",0
"Reuters - A wave of consolidation in the U.S.\newspaper industry could be on the way as publishers grapple\with a maturing industry that faces stiff competition from\television and the Internet, publishing experts say.",3
"The two-man crew of the International Space Station left its orbital home today, taking a brief ride in a Russian Soyuz capsule to move the craft from one docking port to another.",3
"Smack in the middle of the Muslim fasting month of Ramadan, hordes of international and local reporters have descended on a makeshift courtroom here to witness the long-awaited and ",0
The International Red Cross is  quot;deeply concerned quot; at the impact of the fighting in Iraq and the apparent failures by all sides to respect humanitarian laws.,0
Shakhtar Donetsk coach Mircea Lucescu is facing a selection headache ahead of the crucial Champions League clash with Celtic. Neither side have a Group F point so far after defeats against AC Milan and Barcelona ,1
"Reuters - Pakistan's security forces on Sunday\shot dead a militant said to have plotted an attempt to\assassinate President Pervez Musharraf and to have had a hand\in the killing of a U.S. journalist, the information minister\said.",0
"EILAT (Israel) - Thousands of frightened Israeli tourists rushed back home yesterday, streaming into Eilat just across the border, after the deadly hotel bombing in Taba, Egypt.",0
"Top-seeded Maria Sharapova pounded unseeded Anne  quot;Kosmo quot; Kremer of Luxembourg 6-0, 6-2 Saturday to advance to the final at the WTA stop at Seoul.",1
"But, if the digital music player becomes as ubiquitous as the VCR, at least there won #39;t be thousands of us forever cursing:  #39;I bought a bloody Sony.",3
"Canadian Press - TOKYO (CP) - U.S. and Japanese negotiators struck a deal Saturday to allow  limited imports of U.S. beef into Japan but a Canadian beef industry spokesman called it a rehash of previous agreements and ""election hype.""",0
"Science fiction and fantasy fans gather to celebrate their favorite genre and hand out Hugo Awards, which some writers have been able to convert into wider exposure. Mark Baard reports from Boston.",3
"NEW YORK (CBS.MW) -- SunTrust Banks Inc. on Friday said third-quarter profit rose 11 percent and reported a restated profit for the first half of 2004, as expected.",2
"COM. If Maryland is the sixth-best team in the ACC, then the league has teams capable of competing in the NBA, baby! The Terps put on a clinic in beating a talented Memphis team at the Hall of Fame Tip-Off Classic.",1
The fourth-ranked Yellow Jackets use a 20-0 first-half run to bury Michigan early and cruise to a 99-68 triumph on Tuesday night.,1
" FRANKFURT (Reuters) - Germany's Deutsche Post AG said  losses at its U.S. express and logistics business will be 200  million euros (\$246.1 million) greater than expected this year,  sending its shares down over 4 percent.",2
LONDON: Chelsea were held to a 0-0 home draw by Tottenham Hotspur yesterday and remain two points behind champions Arsenal in second place after the weekends Premier League action.,1
"It #39;s not quite Raymond Bourque returning to Boston in a Colorado Avalanche sweater, but it #39;s close. Put it this way: if John Lynch gets another Super Bowl ",1
Democratic Unionist leader the Rev Ian Paisley and Prime Minister Tony Blair will hold make-or-break talks today on a deal to revive power sharing at Stormont.,0
"NEW YORK -- Delta Air Lines Inc. managers and pilots will meet again today, and likely negotiate through the weekend, to find a way to keep the airline staffed with pilots, as many opt for early retirement.",2
"Vodafone is putting its substantial weight behind a 3G push by offering ten handsets in the run up to Christmas. From November the firm will sell handsets from manufacturers including Samsung, Sharp, Sony Ericsson, Motorola, NEC and Nokia.",3
" NEW YORK (Reuters) - Wine and beer distributor  Constellation Brands Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=STZ.N target=/stocks/quickinfo/fullquote""&gt;STZ.N&lt;/A&gt; on Tuesday said it launched  an unsolicited \$970 million offer for winemaker Robert Mondavi  Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MOND.O target=/stocks/quickinfo/fullquote""&gt;MOND.O&lt;/A&gt;.",2
"If the Intergovernmental Panel on Climate Change is right, our planet is heading for some big upheavals. By 2100, they predict, global sea levels will have risen by 9cm to 88cm, and average temperatures will be about 1.5 to 5.5C higher than now.",0
"Abby Wambach will never score an easier goal. From 1 foot away, she tapped the ball into the net and put the United States into the Olympic semifinals.",1
"SYDNEY: Australia announced on Thursday a cruise missile programme to acquire the regions  quot;most lethal quot; air combat capacity, but critics quickly denounced the plan as a foolish provocation to its neighbours.",0
"A weakened Yasser Arafat broke his Ramadan fast at the urging of doctors Tuesday and was undergoing more medical tests, aides said.",0
Greece #39;s Fani Halkia captured the women #39;s 400m hurdles gold medal before a boisterous home crowd at the Olympic Games in Athens on August 25.,1
"AFP - Bosnian Serb police detained eight suspects wanted by the UN war crimes court, the first such arrests since the end of the 1992-95 conflict, police and court sources said.",0
"Reuters - India successfully test fired\a long-range nuclear-capable Agni II missile off its eastern\coast of Orissa Sunday, a defense ministry spokesman said.",0
British Airways passengers at Heathrow Airport have suffered further travel disruption with two more flights cancelled due to  quot;technical quot; problems.,0
