,texts,labels
3138,"He was shot with his boots on -- white, patent leather go-go boots, but, hey, this is 2005. And those boots might have saved Cleveland Indians pitcher Kyle Denney from serious injury when a bullet hit one ",1
3139," NEW YORK (Reuters) - The dollar rallied on Wednesday as  investors focused on relative interest rates, which  increasingly were expected to favor the dollar, and reversed  some bets against the currency.",2
3140,"South African unions describe as ""disgraceful"" the use of public money to buy telecoms shares for former government officials.",2
3141,"Southwest Airlines Co. reported a 12 percent jump in profit today, as its decision to buy fuel in advance helped insulate the low-cost carrier from rising fuel prices.",2
3142,"Former Nebraska coach Frank Solich was introduced on Thursday as Ohio #39;s new football coach, returning to the state where he grew up and promising to rebuild a program that went just 11-35 in the past four years.",1
3143,"The bomb attacks in Egypt last week that killed 32 people, 13 of them Israelis, show that the war against terrorism must be fought without compromise, everywhere, #39; #39; Israeli Prime Minister Ariel Sharon said.",0
3144," BAGHDAD (Reuters) - A senior official in Iraq's  Communications Ministry was shot dead as he was driving to work  in Baghdad on Thursday, a source at the ministry said.",0
3145,"AP - NTT DoCoMo Inc., Japan's top mobile carrier, reported a 6 percent drop in first fiscal half earnings Friday as it introduced discounts to fight intensifying competition. But it raised its full-year forecast, citing anticipated gains on asset sales.",0
3146,"washingtonpost.com - Open-source software, namely Linux, is nipping more sharply at the heels of Microsoft, leading the software giant to defend itself more fiercely than ever against the insurgent rise of freely distributed, collaboratively coded programs.",3
3147,"Some of the fizz is gone from the proposed merger between Molson and Golden, Colo.-based Adolph Coors Co. Molson has had trouble convincing institutional shareholders the Coors deal ",2
3148,The Security Council passed a resolution on Sudan on Saturday holding out the threat of sanctions on the country #39;s leaders and its oil industry if the government fails to curb ethnic violence.,0
3149,"ST. LOUIS -- Fed up with his underachieving Rams team, Mike Martz last week did something that was both uncharacteristic for him, and by today #39;s NFL head-coaching standards, rather unconventional.",1
3150,"On a ridiculous night of achievement for the Angels #39; offense, Jeff DaVanon somehow managed to stand out. The outfielder doubled in the third inning of Wednesday night #39;s ",1
3151,"The United States national men #39;s soccer team has two games remaining in the semifinal round of regional-qualifying play for the 2006 World Cup, but to a man, the focus is on getting to the next round as soon as possible.",1
3152,IBM has filed a 100-page motion with a US district court in an attempt to have some of the claims made against it by The SCO Group dismissed. ,3
3153,"On September 2, Japanese Prime Minister Junichiro Koizumi (right) inspects four northern islands that are under territorial dispute with Russia.",0
3154,The Boston College men's basketball team could be without junior power forward Craig Smith and senior guard Jermaine Watson for Friday night's season-opener against the University of Maine at Conte Forum.,1
3155,"October 21, 2004 - While Nintendo #39;s home consoles tend to see only one (or at most two) versions of the company #39;s most famous franchises, Game Boy Advance is different.",3
3156,Brad Hogg will play no further part in Australia #39;s ICC Champions Trophy campaign because of a torn hamstring. The leg-spinner suffered the injury during a net session at Edgbaston on Sunday and will return home to Australia as soon as possible.,1
3157," quot;DS provides the road map to the future of video games, quot; Reggie Fils-Aime, Nintendo of America #39;s executive vice president of sales and marketing said.",3
3158,"AP - Fred Funk birdied the final hole to finish off a final-round 6-under 66 and win the Southern Farm Bureau Classic by a stroke Sunday, his first PGA Tour victory in six years.",1
3159,"Pete Rose is back in trouble with the Internal Revenue Service, which says the baseball great owes nearly \$1 million in unpaid taxes.",1
3160," JABALYA, Gaza Strip (Reuters) - Israeli forces thrust into  Gaza's largest refugee camp on Thursday, killing four  Palestinians including a 9-year-old boy, as the army tightened  its grip on the northern part of the coastal strip.",0
3161,Johnson  amp; Johnson (nyse: JNJ - news - people ) is said to be in advanced talks to buy medical device maker Guidant (nyse: GDT - news - people ) for more than \$24 billion.,2
3162,"Kansas has been voted the top spot in AP's preseason college basketball poll, the time since Wilt Chamberlain played for the Jayhawks in the 1950s. Maryland is ranked No. 15.",1
3163,"Only a demonstration which is violently dispersed and therefore provokes the abandonment of this tour, or rain, can prevent England wrapping up the one-day series 4-0 today.",1
3164," JOHANNESBURG (Reuters) - South Africa seized 11 shipping  containers of uranium enrichment materials in a raid on a firm  run by a man it has charged under laws forbidding nuclear  proliferation, a government agency said Tuesday.",0
3165,"Reuters - A key forecasting gauge of future\U.S. economic activity fell for a fifth straight month in\October, a private research firm said on Thursday.",2
3166," NEW YORK (Reuters) - The dollar rose above an all-time low  against the euro on Tuesday, while stocks and bonds ended  little changed as markets stayed cautious before the Federal  Reserve's Wednesday meeting on interest rates.",2
3167,"PALO ALTO, Calif. -- Lauren, 11, saunters nonchalantly past a Discovery Channel store and a Gymboree clothing store at the mall. Then suddenly, the girl's eyes light up and she pulls her mother into an Apple Computer Inc. retail shop.",2
3168,"Novell #39;s Linux Desktop 9 includes an end-user operating system, office applications and productivity tools. It boasts the same levels of security and reliability as the SuSE Linux Enterprise ",3
3169,"AP - Federal policy is meeting Western reality on the rangelands of Idaho, where wide-open spaces, technological glitches and bitter cold all are potential obstacles to plans to track livestock and protect the food supply from disease and bioterrorism.",3
3170,LeBron James slams down a windmill dunk late in the second quarter and Cleveland never looks back in a 106-89 victory over Charlotte on Thursday night.,1
3171,"PARIS : After a nearly unbroken succession of hurricanes in the Caribbean and typhoons in Asia, the global insurance industry is doing its books, with US\$50 billion in economic losses and US\$20-US\$35 billion in insured losses expected so far.",2
3172,Taipei plans to have a citywide connection by 2005. Also: MIT creates a voice operated plane that takes audio commands   hellip;.  Basketball players use video games to hone their skills   hellip;. and more.,2
3173,"AP - The Boston Red Sox clinched their second straight trip to the playoffs, rallying past the Tampa Bay Devil Rays 7-3 Monday night behind Manny Ramirez's AL-leading 43rd home run.",1
