texts,labels
"MEXICO CITY -- Ever since the release earlier this year of his book  quot;Who are We?: The Challenges to America's National Identity, quot; which argues that Mexican immigrants pose a threat to American culture, Samuel P. Huntington has been the US academic Mexicans love to hate.",0
"Reuters - Vets at a Berlin zoo have been forced to\separate a baby rhino from his mother for fear she may\accidentally trample him to death, zoo officials said on\Tuesday.",3
" CARACAS, Venezuela (Reuters) - Oil exports by Venezuela  have not been disturbed by the referendum on the rule of  President Hugo Chavez, shipping sources said late Sunday.",2
Italian national coach Marcello Lippi has defended his decision to leave AS Roma striker Antonio Cassano out of his squad for this month #39;s two Group Five World Cup qualifiers.,1
AP - George W. Bush is telling voters in New Jersey  #151; a state that hasn't backed a Republican presidential candidate since 1988  #151; that his battle plan for fighting terrorists is better than Democrat John Kerry's.,0
"Ford Motor Co. on Wednesday said it has scrapped a five-year-old project to move suppliers over to an Internet-based purchasing system powered by Oracle software, deciding instead to revert back to its custom-built ...",3
Michael Kasprowicz dismissed Daniel Vettori in just the fifth over of the session to reduce New Zealand to 8 for 264 on the second day of the Gabba Test this morning.,1
"Gov. Arnold Schwarzenegger on Friday threw his support behind a bill to dramatically increase the number of California homes using solar power, reviving a legislative effort that seemed all but dead last week.",2
"TUCSON, Arizona (Ticker) -- No. 20 Arizona State tries to post its first three-game winning streak over Pac-10 Conference rival Arizona in 26 years when they meet Friday.",1
It was Casey #39;s first collegiate TD...These two teams met for the 51st time with the Gators still holding a 27-21-3 lead in the series that dates back to 1937...LSU coach Nick Saban has a 2-3 mark vs. Florida ,1
"BRIGHTON : Prime Minister Tony Blair was set to face the anger of rank and file members of his Labour Party over the Iraq war, as party officials tried to head off a motion calling for British troops to quit the country.",0
A Portuguese soccer player lost a finger when he caught his wedding ring on a fence while celebrating a goal for his Swiss team. Paolo Diogo was injured after his late goal put Servette ahead 4-1 Sunday against Schaffhausen.,1
"Grocer warns on debt contracts, slashes full-year forecast, as it struggles with costs, weak sales. CHICAGO (Reuters) - Regional grocer Pathmark Stores Inc.",2
"AP - Sept. 11 commission members thought it would be too difficult to break up the CIA and rearrange the Pentagon's spy agencies under a single national intelligence director, as is being proposed in the Senate, the commission's vice chairman says.",0
Eliot Spitzer #39;s run at insurance broker Marsh  amp; McLennan (MMC ) looks increasingly as if it could be just the opening battle in a wide-ranging war against abuses in the insurance industry.,2
"For Paul Martin, George W. Bush #39;s official visit to Ottawa this week after taking control of the White House for another four years, not only signals a new era in Canada-US relations.",2
"AP - Rival inmates fought each other with knives and sticks Wednesday at a San Salvador prison, leaving at least 31 people dead and two dozen injured, officials said.",0
"ATHENS, Greece -- It #39;s over. The US men #39;s basketball team #39;s run in the Olympics. The US dominance in the sport at all.",1
The Lions had a chance to make a statement and a stand in the NFC North division race Sunday and --in fairness to the coach -- their performance defied description.,1
"After waiting an entire summer for the snow to fall and Beaver Creek to finally open, skiers from around the planet are coming to check out the Birds of Prey World Cup action Dec. 1 - 5. Although everyones ",1
"LeBron James scored 33 points and the Cleveland Cavaliers moved over .500 for the first time in more than three years with their fourth straight victory, a ",1
"NASA managers worried Monday about the prospect of Hurricane Ivan after Hurricane Frances ripped about 1,000 4-by-10-foot aluminum panels off one side of its massive Vehicle Assembly Building, Kennedy Space Center director Jim Kennedy said.",3
" WASHINGTON (Reuters) - AT T Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=T.N target=/stocks/quickinfo/fullquote""&gt;T.N&lt;/A&gt; will cut another  7,400 jobs and reduce the value of its assets by \$11.4 billion,  spurred by its retreat from traditional consumer telephone  services, the company said on Thursday.",2
"The United Nations Security Council must immediately increase the international presence in Darfur and impose an extended arms embargo to stop continuing atrocities there, Human Rights Watch said in a letter to members of the Security Council.",0
"AP - 1904  #151; Jesse Tannehill of the Boston Red Sox pitched a no-hitter, beating the Chicago White Sox 6-0.",1
Two diamonds together worth over 11 million euros (\$13.53 million) disappeared from an antique dealers #39; show at the Paris Louvre museum on Monday in an apparent mid-afternoon robbery.,0
"BRISTOL, Connecticut (Ticker) - It appears that Frank Solich #39;s hiatus from coaching will be one year. According to an ESPN.com report Wednesday night, Solich - who was fired from Nebraska despite going 9-3 ",1
"Dell CEO Kevin Rollins sent a clear signal to Intel, saying in an interview that the company is likely to begin using Advanced Micro Devices (AMD) processors in some of its products.",3
NEW DELHI: Indian Foreign Minister Natwar Singh indicated on Thursday that regional autonomy could be a solution to the Kashmir issue.,0
"TBILISI : Armed men abducted eight Georgian civilians in Georgia #39;s breakaway region of South Ossetia, an area that last month saw fighting between Tbilisi and Ossetian forces, police said.",3
"US Treasury Secretary John W. Snow yesterday said record-high oil prices baffle the development of US economy.  quot;It #39;s creating headwinds for the otherwise very strong economy, quot; Snow told CNN #39;s  quot;Late Edition ",2
" TOKYO (Reuters) - Tokyo's Nikkei average opened 0.59  percent higher on Tuesday as investors sought bargains among  tech firms and exporters, but gains were limited by caution  ahead of a monetary policy meeting in the United States during  the day.",2
